Episodes	Reward	AvgReward	Iterations	Loss	Time
962	234.1260534057542	152.1464253691432	379	1020.059866130352	8942.765529155731
963	222.9478187070967	152.37140774399182	599	1590.304561048746	8957.73650097847
964	178.05535991028194	152.23016986881484	375	1393.8537164330482	8966.923591375351
965	193.73641973595505	152.02366247295546	554	1902.894606038928	8980.727183103561
966	207.66863440983838	152.9478381150331	433	1314.2302884310484	8991.67862033844
967	212.72764067921682	153.1997086841217	638	1825.2269372493029	9008.087351083755
968	224.6913556548506	153.71877308542255	698	2480.313204139471	9026.079417228699
969	197.22701576131132	153.8436074292207	344	1610.044709250331	9034.66578412056
970	68.72769696921932	153.04297294235508	1000	3130.071075439453	9060.56070137024
971	165.0513255914264	153.75012979811237	328	1592.2737842798233	9068.791673183441
972	182.61817930358853	153.2216566605716	281	1080.8692260980606	9075.756386041641
973	192.8857178356028	152.8717897975459	321	1067.2347910106182	9083.838087320328
974	222.57571359915661	152.7043536010435	397	1360.478953331709	9093.966397285461
975	195.71929320663673	152.619804925659	564	1675.6952048242092	9108.295761346817
976	225.4653955059612	153.34667524393572	436	1141.3358053565025	9119.410370111465
977	76.72652324578294	152.49229952167397	1000	3519.991729915142	9145.284094333649
978	172.26269325833795	152.64714359799174	592	1692.9277604073286	9160.673491239548
979	182.8624991360644	153.12358176530896	323	983.5804870724678	9168.926913022995
980	206.26825180380814	153.6658756490893	484	1783.7764060497284	9180.775861024857
981	182.4998446556246	153.4367279920968	427	1195.0915682762861	9191.669400215149
982	175.7380039724961	154.17215841788936	947	3198.857309669256	9216.115368366241
983	165.4610829084341	154.27778190817034	697	2110.129886880517	9233.972861289978
984	112.9780210601033	153.9061875087113	481	1664.2678213715553	9246.344055175781
985	171.1585992828566	154.54762134498992	531	1948.826281696558	9260.204715013504
986	189.8806430541785	157.62161254360518	675	2219.134305179119	9278.045896291733
987	183.8564124760722	157.34450169530868	511	2252.867042556405	9291.938801288605
988	167.62260983501085	157.19120886741663	292	783.8438692986965	9299.388780117035
989	72.12192411258202	156.59270060746704	1000	3026.190690755844	9325.66717004776
990	218.4496635916184	158.1761615183216	381	1550.8392237722874	9335.655859231949
991	200.1902610749638	158.49097084795508	561	1715.085379332304	9350.08595919609
992	208.07868243202796	158.40650533347218	317	825.4950251877308	9358.14278626442
993	191.14477949252603	158.3248274597776	482	1501.5103548765182	9370.736099243164
994	225.762849803069	159.3203976195596	788	2668.230186253786	9391.14247918129
995	184.08073023612832	158.9859400785484	727	2277.2614828646183	9410.048080205917
996	183.63187707545862	159.48510129048842	356	1199.5966689884663	9418.86420416832
997	215.30558038840883	159.50819221293852	647	1843.6448074877262	9435.742916107178
998	220.4172124812947	159.63750384988253	763	2219.7365330457687	9456.003174304962
999	246.26016469169392	174.0988331511567	380	2026.2507131695747	9465.822822332382
1000	201.41121238410605	174.3436225327652	360	1391.2280085235834	9480.94443321228
1001	228.9734405492933	175.25815200863212	282	1078.8335283994675	9488.279149055481
1002	176.3039425605404	174.8924489585761	425	1374.7761703580618	9499.528750181198
1003	232.36681165778492	180.63154698620227	291	885.112721413374	9507.078903198242
1004	159.27346916472231	180.2950671840248	454	1658.1750462651253	9518.982825994492
1005	231.54270476702337	180.8290010406175	291	959.7734403312206	9526.598264217377
1006	219.0363045011266	180.84716236577188	286	737.5244787633419	9534.077552318573
1007	204.52100494264272	180.78562702655273	391	1363.4450541734695	9544.333319187164
1008	229.731736050911	181.08066071593598	240	789.2492440640926	9550.493305206299
1009	-33.409880583109114	180.2769170475339	147	500.3938652873039	9554.177478313446
1010	175.51860229672963	179.98952027659928	775	1982.302620768547	9574.61548113823
1011	169.01791365381445	179.57915344130268	806	3008.5159451961517	9596.301285266876
1012	202.19895803037815	179.8879032896759	546	1879.3417026251554	9610.837878227234
1013	193.08147317747293	179.95454320844425	368	1554.435814589262	9620.550260066986
